2019-01-11 15:36:25,551:    |cuda
2019-01-11 15:36:27,312:    |==> Building model..
2019-01-11 15:36:30,556:    |restart
2019-01-11 15:37:26,027:    |Epoch: 0, train acc: 0.20, test acc: 0.28
2019-01-11 15:37:26,027:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:38:01,256:    |Epoch: 1, train acc: 0.35, test acc: 0.40
2019-01-11 15:38:01,256:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:38:36,992:    |Epoch: 2, train acc: 0.52, test acc: 0.47
2019-01-11 15:38:36,992:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:39:13,142:    |Epoch: 3, train acc: 0.61, test acc: 0.60
2019-01-11 15:39:13,143:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:39:49,312:    |Epoch: 4, train acc: 0.67, test acc: 0.63
2019-01-11 15:39:49,312:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:40:22,922:    |Epoch: 5, train acc: 0.71, test acc: 0.56
2019-01-11 15:40:22,923:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:40:56,098:    |Epoch: 6, train acc: 0.74, test acc: 0.68
2019-01-11 15:40:56,098:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:41:31,246:    |Epoch: 7, train acc: 0.76, test acc: 0.73
2019-01-11 15:41:31,246:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:42:07,410:    |Epoch: 8, train acc: 0.77, test acc: 0.76
2019-01-11 15:42:07,411:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:42:43,457:    |Epoch: 9, train acc: 0.78, test acc: 0.76
2019-01-11 15:42:43,457:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:43:18,497:    |Epoch: 10, train acc: 0.79, test acc: 0.78
2019-01-11 15:43:18,497:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:43:54,459:    |Epoch: 11, train acc: 0.79, test acc: 0.75
2019-01-11 15:43:54,459:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:44:30,737:    |Epoch: 12, train acc: 0.80, test acc: 0.80
2019-01-11 15:44:30,737:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:45:06,560:    |Epoch: 13, train acc: 0.81, test acc: 0.78
2019-01-11 15:45:06,560:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:45:42,551:    |Epoch: 14, train acc: 0.81, test acc: 0.78
2019-01-11 15:45:42,552:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:46:18,535:    |Epoch: 15, train acc: 0.82, test acc: 0.80
2019-01-11 15:46:18,535:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 15:46:54,690:    |Epoch: 16, train acc: 0.82, test acc: 0.73
