2019-01-10 15:29:49,007:    |cuda
2019-01-10 15:29:50,713:    |==> Building model..
2019-01-10 15:29:54,252:    |restart
2019-01-10 15:31:09,047:    |Epoch: 0, train acc: 0.37, test acc: 0.49
2019-01-10 15:31:09,047:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:32:06,987:    |Epoch: 1, train acc: 0.57, test acc: 0.59
2019-01-10 15:32:06,987:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:33:05,315:    |Epoch: 2, train acc: 0.67, test acc: 0.65
2019-01-10 15:33:05,315:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:34:03,597:    |Epoch: 3, train acc: 0.74, test acc: 0.76
2019-01-10 15:34:03,597:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:35:01,950:    |Epoch: 4, train acc: 0.78, test acc: 0.78
2019-01-10 15:35:01,950:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:36:00,194:    |Epoch: 5, train acc: 0.81, test acc: 0.80
2019-01-10 15:36:00,195:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:36:58,722:    |Epoch: 6, train acc: 0.83, test acc: 0.80
2019-01-10 15:36:58,722:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:37:57,258:    |Epoch: 7, train acc: 0.85, test acc: 0.85
2019-01-10 15:37:57,258:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:38:55,280:    |Epoch: 8, train acc: 0.86, test acc: 0.84
2019-01-10 15:38:55,280:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:39:54,529:    |Epoch: 9, train acc: 0.88, test acc: 0.85
2019-01-10 15:39:54,529:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:40:52,587:    |Epoch: 10, train acc: 0.89, test acc: 0.87
2019-01-10 15:40:52,587:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:41:50,568:    |Epoch: 11, train acc: 0.89, test acc: 0.86
2019-01-10 15:41:50,568:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:42:49,561:    |Epoch: 12, train acc: 0.90, test acc: 0.87
2019-01-10 15:42:49,561:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:43:48,139:    |Epoch: 13, train acc: 0.91, test acc: 0.87
2019-01-10 15:43:48,139:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:44:46,181:    |Epoch: 14, train acc: 0.91, test acc: 0.89
2019-01-10 15:44:46,182:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:45:45,148:    |Epoch: 15, train acc: 0.92, test acc: 0.88
2019-01-10 15:45:45,148:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:46:44,495:    |Epoch: 16, train acc: 0.93, test acc: 0.89
2019-01-10 15:46:44,495:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:47:42,575:    |Epoch: 17, train acc: 0.93, test acc: 0.90
2019-01-10 15:47:42,575:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:48:41,687:    |Epoch: 18, train acc: 0.94, test acc: 0.89
2019-01-10 15:48:41,688:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:49:39,999:    |Epoch: 19, train acc: 0.94, test acc: 0.89
2019-01-10 15:49:40,000:    |Saving...
2019-01-10 15:49:40,057:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:50:38,664:    |Epoch: 20, train acc: 0.94, test acc: 0.90
2019-01-10 15:50:38,665:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:51:36,637:    |Epoch: 21, train acc: 0.95, test acc: 0.89
2019-01-10 15:51:36,637:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:52:35,626:    |Epoch: 22, train acc: 0.95, test acc: 0.90
2019-01-10 15:52:35,626:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:53:33,796:    |Epoch: 23, train acc: 0.95, test acc: 0.90
2019-01-10 15:53:33,797:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:54:32,630:    |Epoch: 24, train acc: 0.96, test acc: 0.89
2019-01-10 15:54:32,630:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:55:31,430:    |Epoch: 25, train acc: 0.96, test acc: 0.90
2019-01-10 15:55:31,430:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:56:30,211:    |Epoch: 26, train acc: 0.96, test acc: 0.90
2019-01-10 15:56:30,212:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-10 15:57:29,836:    |Epoch: 27, train acc: 0.96, test acc: 0.90
