2019-01-11 17:34:40,583:    |cuda
2019-01-11 17:34:42,307:    |==> Building model..
2019-01-11 17:34:45,300:    |restart
2019-01-11 17:35:39,536:    |Epoch: 0, train acc: 0.38, test acc: 0.50
2019-01-11 17:35:39,537:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:36:14,347:    |Epoch: 1, train acc: 0.58, test acc: 0.63
2019-01-11 17:36:14,347:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:36:50,675:    |Epoch: 2, train acc: 0.67, test acc: 0.68
2019-01-11 17:36:50,675:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:37:27,747:    |Epoch: 3, train acc: 0.72, test acc: 0.73
2019-01-11 17:37:27,747:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:38:04,946:    |Epoch: 4, train acc: 0.75, test acc: 0.75
2019-01-11 17:38:04,946:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:38:42,183:    |Epoch: 5, train acc: 0.78, test acc: 0.72
2019-01-11 17:38:42,183:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:39:19,416:    |Epoch: 6, train acc: 0.79, test acc: 0.80
2019-01-11 17:39:19,416:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:39:56,855:    |Epoch: 7, train acc: 0.81, test acc: 0.79
2019-01-11 17:39:56,855:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:40:34,267:    |Epoch: 8, train acc: 0.82, test acc: 0.81
2019-01-11 17:40:34,268:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:41:11,648:    |Epoch: 9, train acc: 0.83, test acc: 0.84
2019-01-11 17:41:11,648:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:41:49,010:    |Epoch: 10, train acc: 0.84, test acc: 0.83
2019-01-11 17:41:49,010:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:42:26,565:    |Epoch: 11, train acc: 0.85, test acc: 0.83
2019-01-11 17:42:26,565:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:43:01,582:    |Epoch: 12, train acc: 0.85, test acc: 0.81
2019-01-11 17:43:01,582:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:43:36,474:    |Epoch: 13, train acc: 0.86, test acc: 0.84
2019-01-11 17:43:36,475:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:44:13,626:    |Epoch: 14, train acc: 0.86, test acc: 0.84
2019-01-11 17:44:13,627:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:44:50,963:    |Epoch: 15, train acc: 0.87, test acc: 0.85
2019-01-11 17:44:50,964:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:45:28,478:    |Epoch: 16, train acc: 0.87, test acc: 0.82
2019-01-11 17:45:28,479:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:46:05,949:    |Epoch: 17, train acc: 0.87, test acc: 0.86
2019-01-11 17:46:05,949:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:46:43,237:    |Epoch: 18, train acc: 0.88, test acc: 0.86
2019-01-11 17:46:43,237:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:47:20,850:    |Epoch: 19, train acc: 0.88, test acc: 0.84
2019-01-11 17:47:20,850:    |Saving...
2019-01-11 17:47:20,912:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:47:58,084:    |Epoch: 20, train acc: 0.88, test acc: 0.85
2019-01-11 17:47:58,084:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:48:35,433:    |Epoch: 21, train acc: 0.88, test acc: 0.84
2019-01-11 17:48:35,433:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2019-01-11 17:49:12,960:    |Epoch: 22, train acc: 0.89, test acc: 0.86
2019-01-11 17:49:12,960:    |^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
